team,INT,CR,ACR,CCOP,CCSP,BLK,TKL,FC,FS,P,AW,BR,DR,DW,IBS,OBS,DSP,PK,FKCR,CRN,FKS,SV,AKS,PKC,CL,PUNCH,ALB,ATB,LMT,TOFF,BCS
Saint-Etienne,22.432294328053143,39.397036280020444,8.431272355646398,14.256515074092999,2.554931016862545,4.9565661727133365,34.491568727644356,23.249872253449155,23.556463975472663,714.4098109351047,32.141032192130815,113.23454266734798,15.738375063873274,104.49667858967808,15.431783341849771,10.168625447112927,20.899335717935617,0.25549310168625444,3.0148185998978025,11.4460909555442,0.919775166070516,5.876341338783853,0.3065917220235053,0.459887583035258,37.50638732754215,0.8686765457332651,61.67603474706183,1.1241696474195197,0.15329586101175266,3.0659172202350535,1.7373530914665303
Marseille,20.01967535661584,40.62961141170683,10.673880964092474,14.117068371864239,3.5907525823905555,4.820462370880472,38.36694540088539,24.69257255287752,22.577471716674864,729.1687161829808,35.415641908509585,107.62420068863747,17.21593703885883,112.24790949335956,16.33054599114609,9.837678307919331,18.248893261190357,0.24594195769798324,3.246433841613379,11.067388096409248,1.0329562223315298,4.279390063944908,0.5410723069355632,0.5902606984751598,31.775700934579437,0.6394490900147565,49.82784062961141,1.2297097884899164,0.2951303492375799,2.213477619281849,1.4756517461878995
Montpellier,26.533725618393813,40.80854309687262,10.569903018415605,15.473466274381607,3.1055900621118013,5.720823798627002,41.29889942246921,29.203443391086413,26.20682140132941,677.6724419745016,42.116159965130215,129.61752206603467,16.61763103410701,123.73324615887546,15.582434346736406,12.313392176092407,21.030837964476408,0.16345210853220007,3.1055900621118013,9.316770186335404,1.5800370491446007,5.829791870981802,0.5448403617740002,0.2724201808870001,38.62918164977662,1.1986487959028005,74.80658167157023,0.6538084341288003,0.05448403617740002,3.1600740982892015,1.4710689767898006
Nice,22.026219394640446,23.857721226142278,6.024677077308655,12.242143821091188,2.6508579140158086,5.205320994794678,31.95488721804511,20.48390206284943,25.400038557933293,821.187584345479,26.074802390591863,108.63697705802969,24.14690572585309,105.84152689415846,11.808367071524966,9.54308849045691,19.9055330634278,0.4337767495662232,1.783304414883362,8.28995565837671,1.4941199151725466,5.880084827453248,0.19278966647387696,0.28918449971081545,35.32870638133796,0.7229612492770388,50.510892616155765,0.6265664160401002,0.0,1.9278966647387699,0.7711586658955079
Reims,28.59143423970125,36.9938149142257,8.635780137705684,13.887268059283464,1.9838954370404949,6.476835103279262,44.34589800443459,31.042128603104214,27.366087057999767,619.9673240751546,39.44450927762866,136.71373555840822,18.555257322908158,127.72785622593068,14.529116583031858,9.160928929863461,19.372155444042477,0.11669973159061733,3.150892752946668,9.569377990430622,0.8168981211343214,6.476835103279262,0.700198389543704,0.4084490605671607,47.788540086357806,0.87524798692963,60.5671606955304,0.9919477185202474,0.175049597385926,4.609639397829385,1.050297584315556
Nimes,24.794319846726022,41.474135016341705,9.6923250309929,15.045644088808745,3.3810436154626395,6.762087230925279,40.79792629324918,27.442804012171756,28.17536346218866,571.6781246478079,41.2487321086442,129.77572410684098,20.22991096585146,128.08520229910965,16.3980615349938,13.01701791953116,22.93474585822157,0.3381043615462639,4.057252338555167,11.38284683872422,1.4651189000338103,6.93113941169841,0.6762087230925278,0.2817536346218866,43.50276118561929,0.8452609038656599,59.11191254367181,0.9016116307900371,0.0,2.2540290769750926,1.6905218077313198
Rennes,20.139105159348077,34.41295546558704,7.422402159244264,13.443371742966885,1.6090522163396657,6.1766843143361365,33.94581127374649,25.433406000207622,25.74483546143465,679.1238451157479,33.58247690231496,117.77224125402263,20.19101006955258,111.647461849891,13.858611024602927,10.692411502128103,19.671960967507523,0.5190491020450534,3.3738191632928474,9.91383784906052,2.4395307796117516,5.553825391882072,0.7785736530675802,0.2595245510225267,37.94248935949341,0.3633343714315374,53.25443786982248,0.8823834734765909,0.05190491020450534,3.1661995224748263,1.5052423959306551
Strasbourg,22.08835341365462,38.0997674910167,8.877615726062144,11.889663918833229,2.219403931515536,6.711054745296977,34.400760938490805,27.055590784189388,21.71845275840203,718.3999154512787,34.559289790741914,118.89663918833227,15.060240963855422,104.04777002747834,12.418093426336927,8.877615726062144,21.34855210314944,0.3699006552525893,2.113718030014796,8.296343267808075,0.5812724582540689,5.4428239272881,0.47558655675332906,0.47558655675332906,36.88437962375819,0.8983301627562883,74.77277531177342,0.6341154090044387,0.1056859015007398,2.2722468822659057,1.7438173747622068
Nantes,22.722468822659057,38.311139294018176,10.09300359332065,15.324455717607272,3.276262946522934,5.601352779539209,40.84760093003593,26.05157471993236,26.63284717818643,643.2043965335024,42.59141830479814,128.8839568801522,14.531811456351722,122.12005918410485,14.267596702599874,13.157894736842104,20.92580849714648,0.4227436060029592,4.174593109279222,9.617417036567323,1.2153878672585077,4.385964912280701,0.7926442612555485,0.4227436060029592,41.481716339040375,0.9511731135066581,53.794123863876564,0.47558655675332906,0.0,4.016064257028113,1.4267596702599874
Angers,24.67105263157895,36.830357142857146,8.282424812030076,14.567669172932332,3.2307330827067675,6.402725563909775,39.70864661654136,26.374530075187973,26.726973684210527,701.3040413533835,37.476503759398504,132.9887218045113,18.67951127819549,120.65319548872182,16.271146616541355,10.514567669172934,26.257048872180455,0.587406015037594,3.9943609022556394,9.75093984962406,1.1160714285714286,6.99013157894737,0.8811090225563911,0.293703007518797,48.343515037593995,0.4699248120300752,54.92246240601504,1.292293233082707,0.1174812030075188,2.9957706766917296,1.6447368421052633
Bordeaux,20.444537638918014,34.546026420633254,7.181799119312225,14.049066890333403,1.939609981128119,5.9760956175298805,37.74376179492556,28.56993080310338,26.36821136506605,710.9456909205284,35.90899559656113,125.07863283707276,17.92828685258964,116.16691130215979,11.270706647095828,11.113440972950302,22.331725728664292,0.31453134829104634,2.4114070035646886,8.806877752149298,1.1532816104005033,5.9760956175298805,0.31453134829104634,0.3669532396728874,47.494233591947996,0.5766408052002516,55.409939190605996,0.6814845879639337,0.05242189138184106,3.1453134829104634,0.891172153491298
Toulouse,20.587917432184156,33.988976548146546,7.565114017075542,13.130876472495405,2.8098994920566303,6.808602615367988,36.096401167189015,30.152383010915376,25.883497244137033,643.1427645088079,40.58143304874095,126.01318491300118,19.777369501783205,119.63687452718037,14.319680103750134,9.132173349184049,23.99221873986815,0.594401815627364,2.7018264346698366,8.537771533556684,1.0266940451745379,6.592456500594402,1.0807305738679345,0.3242191721603804,47.11985302064195,0.9726575164811411,54.84707662379768,0.6484383443207608,0.10807305738679346,3.7285204798443745,0.9726575164811411
Amiens,21.864915989762995,32.491376432624904,7.121397574273951,12.072994325136309,2.447980416156671,7.789028596862134,34.994992767330594,28.986313564036944,29.04194948258596,613.7754534327362,41.33748748191833,122.17647713363749,13.79770780015578,117.8368754868143,11.071547791254034,10.570824524312897,22.532547012351174,0.16690775564704574,3.616334705685991,7.6221208412150885,1.0570824524312896,6.453766551685769,0.22254367419606097,0.5007232669411372,45.2320017803494,0.3338155112940915,54.467564259485926,0.8901746967842439,0.05563591854901524,3.616334705685991,0.9458106153332592
Monaco,20.22662289526633,39.60605739701366,9.530869427088847,12.972572275759822,2.753362278936778,4.553637615164671,36.27025309753256,27.95721698612729,27.004130043418403,686.5402943979667,33.62278936778566,116.32955628507888,15.037593984962404,110.240389706661,14.825796886582651,9.901514349253414,18.63814465741819,0.2647463729746902,3.0181086519114686,10.325108546012919,1.3237318648734513,4.924282537329238,0.2647463729746902,0.4235941967595043,42.3064704013555,0.6883405697341946,47.70729641003918,0.5824420205443185,0.10589854918987608,2.9122101027215925,1.0060362173038229
