Team,ppda_coef,deep,S,CR,CCOP,CCSP,P,DR,IBS,OBS,TBOX,FKCR,CRN,CRNCR,FKS,ALB,ATB,TOFF,BCS,oppda_coef,deep_allowed,INT,BLK,TKL,FC,AW,BR,DW,AKS,CL,PUNCH,LMT,poss
Chelsea,-0.5558596144257922,1.6951028980993474,1.4555960560242691,-0.03511447301483921,1.9555406958585635,-0.6422246424739699,2.446746778697828,1.710085730591406,1.3576023939155049,1.044089855277072,1.4554305590332524,-1.094332671756805,0.6922716695115138,0.7712554371281648,1.3355995480354026,-0.24395302224321302,3.5655727227072505,0.5197392782591911,0.3205711326627371,0.9044127215880964,-0.7761698057118445,-1.285726818302248,-1.7351431539235018,-0.4165278892906868,-1.9342776666343529,-1.1942585145535125,0.8087962223608569,-0.5717501453384454,-0.34427627558707663,-1.50075074915786,-0.4645717499317451,-0.08127802371360465,2.0083598185094185
Tottenham,-0.8126084682124829,0.4648720096539538,0.5751051017650141,-0.4924429494177269,0.3592026717129987,-0.2099580561934136,1.209931156568942,0.5367149898054729,0.4694298324467834,0.5045042180698818,0.7014399127698531,-0.4659553571570604,0.08882796237752393,-0.6102556254242956,0.3896073264023104,-0.14900166152897515,0.4804679562335361,-0.00479264192781236,0.4096424313645581,1.3119508302172893,-0.5171096241399856,-1.8182195100265808,-0.25527663318335875,-0.23416197441047296,-1.40436849120492,-0.6188912698340567,0.7353824622533516,-0.9428334137409992,1.5810233967988752,-0.14290967336355634,1.2850669449406684,0.5023822672642657,1.359393678288345
Arsenal,-0.7531227820542233,1.9736457407662291,-0.3053858524942418,-0.8471058494852738,0.0931463343554048,-1.8525710840595289,1.0976789136364524,-0.4313158713429205,0.2815471752130157,-1.085853449488153,1.1803258637749847,-1.7227099863565496,0.5198591817589451,-1.1061826735200504,-1.232093624968705,-0.5627183046410115,0.4804679562335361,0.8694272250505269,0.765927626171843,0.4083610779039094,0.4266096087289293,-0.12213167712685015,-0.0276048607617982,-0.5823150846363374,-0.8887811853816892,-0.9508339110183582,0.1021887813261142,-1.2158946867164642,0.8809144250221654,-0.1963079179172654,0.6488346922597905,-0.08127802371360465,1.2377125269968932
Manchester United,-0.4092015280540677,0.9639279360987828,0.4367422375242742,-0.5391091204792462,0.518836474127555,-1.3338511805228606,0.6501277632432796,-0.15264032040626202,0.1961459673794847,0.6181011943240275,0.7574797581002409,-1.094332671756805,0.26124045013009256,0.3815984707672152,0.9301743101926488,0.3257551420422141,0.7306115859476208,0.9277085495157492,0.4987137300663792,0.5266478842251741,0.7041740889844922,-1.2462829152115555,0.35184809327413585,-1.0299405120695937,-0.5880219236514712,0.02286450312225786,-0.6503022597758185,-0.7607925650906899,-0.8693580044196089,-0.04374150490666925,-0.30551368676152585,-0.08127802371360465,0.6698671543034492
Wolverhampton Wanderers,1.2486325657815611,-0.5332398432357051,-0.17960143045720514,-0.6884408678761083,-0.19064709215936254,-0.29641137344952523,-0.1677100066934305,-0.03530324632766842,-0.02589717298769572,-0.3758723478997447,-0.3225608973581422,-0.5445025214820282,0.11756337700295187,-0.14975193790680882,-1.09695187902112,0.8683343461235742,-0.5201065626228037,-0.06307396639303517,0.14242853525909469,0.008944017702552626,-0.18403224783330965,1.6331220104089172,1.1107540013460049,1.2413440641658169,-0.931746794200292,0.937550892163443,1.6805846236374873,0.5765075153788943,-1.5694669761963185,0.26901964176505305,-0.9417459394424036,-0.08127802371360465,-0.5266641667291573
Everton,-0.6910504063209164,-0.21987914523546348,0.05938897141316419,1.1035401008862311,-0.5276517861456484,1.692014923441035,-0.2362276095223526,-0.04997038058749299,0.6060717649804334,-0.8870587410433979,0.5180367825976749,2.361742558541792,0.6922716695115138,1.4088759275369929,-0.0158179114404435,-0.6508874253042322,-0.019819303194633892,-0.29619926425392545,-0.21385665954818975,-0.310538435481996,-0.369075234670352,0.6864683362323228,-1.2797996090803807,0.9097696734745156,-0.6023437932576725,1.4686591180583246,1.3685761431805892,1.5497258985478584,0.8809144250221654,0.26901964176505305,-0.14645562359130632,0.5023822672642657,0.20342274101955315
West Ham,0.366683524799048,0.36041844365387293,-0.6324253497905367,-0.6137749941776779,-0.6872855885602047,0.2223085300871428,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.1693483816820258,0.8973740057570109,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.24043210248601446,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193
Leicester,0.18493574187475564,-0.2895148559021839,0.29837937328353353,0.776876903455596,0.07540924519823193,1.3462016544165898,0.020932074286623636,0.8007234064823084,0.008263310145716478,0.7032989265146361,0.2480266187330793,-0.30886102850712377,0.548594596384373,0.87752551886297,-0.15095965738802794,0.2714972216340784,0.7306115859476208,-0.12135529085825797,-0.3029279582500108,-0.1874724545780692,0.4266096087289293,0.3709171115067919,-0.8624013596408534,0.5284591241795202,-1.7624152313599422,0.9154213827511566,0.2948999016083172,1.0876222058201483,-0.5193035185312539,1.1920464404791578,0.1716605027491325,1.086042558242136,0.16286235725573592
Watford,0.08361242715650137,0.5229017685428872,-0.682739118605351,-1.1737690469159083,-0.6163372319315127,-1.8525710840595289,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,-0.6508874253042322,-0.6034877725274987,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573
Crystal Palace,1.0912089674109202,0.3023886847649393,0.021653644802053017,-1.0711034705805662,0.14635760182692334,-0.901584594242304,-0.5423700902473245,0.6247177953644185,0.2303064505128969,-0.2906746157091352,0.7421961639192257,-0.4659553571570604,0.4049175232572323,0.87752551886297,-0.5563848952307818,-1.4308450311711864,-0.6034877725274987,0.2283326559330784,-0.4810705556536529,-0.7388561993257869,0.5746439981985628,0.528692723869558,0.8451369335208508,1.5066035767188561,-1.2611497951429125,-0.036147521977173115,0.14807238139330658,0.5975122286846999,-0.5193035185312539,1.1462765165759787,1.7622411344513271,-0.08127802371360465,-0.6889057017844251
Newcastle United,0.8535604004286419,-0.6028755539024255,-0.5695331387720183,0.1422169770189339,-0.5276517861456484,-0.5557713252178585,-1.089636220076631,-1.4286810010109632,-0.5212241784221754,-0.43267083602681705,-0.6638945007341399,-0.7015968501319642,-0.2847324277530413,-0.07890521675027276,-0.5563848952307818,-0.040485820712702944,-0.18658172300402384,-0.8790125089061521,-0.8373557504609374,-0.4137530307130029,1.3888331402815488,1.751453719680992,0.5795198656956965,1.1750291860275548,-0.7312406197134801,0.8121503388271519,0.33160678166207114,-0.20066687693588955,0.7058871820779878,2.527002554321872,0.1716605027491325,0.5023822672642657,-1.4392728014150442
Bournemouth,1.7377137912159135,0.5809315274318211,-0.5695331387720183,-0.7817732099991469,-0.6872855885602047,-0.12350473893730204,-0.3228221969274161,-0.5926543482009863,-0.09421813925452067,-1.1426519376152255,0.4110516233305708,-0.3874081928320921,0.002621718501239113,-0.822795788893905,-0.5563848952307818,-2.190455916885089,0.6472303760429259,-0.9955751578365972,0.6768563274700216,-0.3636991681749121,1.5368675297511818,-0.9701755935767158,1.262535182960378,-2.0080849646089307,-1.9199557970281516,0.1630180627334072,-0.9439573002058422,-0.9708396981487399,0.35583269618963304,1.7946837718710114,-0.9417459394424036,1.6697028492200066,-0.4658235910834303
Burnley,0.7717549654881033,-0.4287862772356247,-1.6512791682905323,-0.03511447301483921,-1.8579334729336192,0.04940189557492038,-1.2905240002856837,-1.8100264917663909,-0.7432673187893558,-2.4490171645378966,-0.8422030995126467,0.005327628792748253,-1.462884427395594,-0.9999125917852456,-0.8266683871259509,0.4139242627054356,-0.5201065626228037,1.8602097409593112,-0.4810705556536529,-0.3932159287149365,1.5738761271185902,-1.0096194966674084,3.918705861211917,-0.9802043534658984,-1.6335184049041347,2.626770110634664,-0.44841441948017696,0.4854870910537386,1.5810233967988752,2.2294980489512097,-0.4645717499317451,1.6697028492200066,-1.3378718420055011
Southampton,-0.07410411233222641,-0.27790890412439684,-0.09155233503127964,-0.2777785625347386,-0.4034921620454379,0.4816684818554768,-0.8721292766282223,-0.6806571537599313,-0.4187427290219383,0.4761049740063456,-0.33274996014548497,-0.2303138641821561,0.060092547752095014,0.87752551886297,-0.0158179114404435,-1.6478767128037302,-0.019819303194633892,-0.7624498599757065,-0.4810705556536529,-0.3311796522023012,1.2963116468630271,2.5403317814948196,1.3004804783639714,0.9097696734745156,-0.7742062285320829,0.6056082509791425,0.19395598146049647,-0.01862602828558016,0.1808054532454558,2.1227015598437933,0.9669508186002294,1.086042558242136,-0.9322680043673296
Brighton,0.9527470151114938,-0.8930243483470938,-1.5254947462534956,-0.5484423546915503,-1.2726095307469116,0.3087618473432544,-0.878835254777436,-0.9886669732162384,-1.255674565790541,-1.3982451341870523,-1.01032263550381,0.005327628792748253,-1.003117793388744,-0.6811023465808317,-1.09695187902112,0.12228794051170493,-1.2705374517650585,0.9277085495157492,-0.6592131530572952,-0.1935198761170845,1.684901919220816,0.9034098032311264,1.94555050022506,0.6113527218523455,-0.15836583546544586,1.0481984392248769,-0.1822895390904686,-0.17966216363008586,-1.2194124903079635,1.0089667448664428,-0.7826878762721841,1.086042558242136,-1.1959104988321407
Cardiff,2.1486345770613644,-1.009083866124961,-0.9343079626794244,-1.2297684521897312,-1.0775015500180096,0.6545751163676993,-2.0515067380877556,-1.047335510255535,-0.8115882850561802,-0.7734617647892532,-0.34803355432649963,0.7907992720424296,-0.6582928178836066,-0.043481856172003536,-0.9618101330735356,-1.7292635934159344,-0.7702501923368887,0.1700513314678551,-1.0154983478645798,-1.5085086533529963,2.351056671834168,2.2642244598599803,1.0728087059424107,0.18030601395365356,-1.4330122304173218,2.095661884739782,-0.1822895390904686,1.2066489145530428,1.2309689109105204,1.4590376632477011,-0.4645717499317451,0.5023822672642657,-2.209920092927571
Fulham,1.4921855940993711,-0.6841172163469326,-0.4689056011423888,-0.7911064442114509,-0.01327620058763289,-0.0370514216811912,0.18828996374960816,0.33137511016793497,-0.8969894928897113,0.4193064858792733,-0.8676757564810049,-2.4296344652812625,-0.8594407202616041,-1.1061826735200504,-1.3672353709162892,-0.2168240620391452,-0.4367253527181088,0.9277085495157492,-0.7482844517591163,-0.056666497255796026,1.9439621007926748,0.31175125687075445,0.9589728197316304,-0.7812597190511179,-0.7312406197134801,0.4138191694059904,0.5243179019442716,-0.4317187232997453,1.0559416679663427,1.3827544567424033,2.3984733871322046,-1.2485986056693454,-0.16162071285480092
Huddersfield,0.1972487163499539,-1.1251433839028282,-1.1481414801423857,0.6835445613325574,-1.0065531933893177,-0.0370514216811912,-0.43944790387026206,-1.48734953805026,-1.153193116390304,-0.6598647885351074,-0.9695663843544372,0.8693464363673973,-0.8307053056361753,-0.3977154619546862,-0.6915266411783663,0.4749644231645884,-1.1871562418603636,-0.6458872110452614,-1.81714003618097,-0.30066517927814723,0.8522084784541264,2.224780556769288,0.4277386840813229,1.0258207102164698,-0.7742062285320829,1.225234514523171,0.616085102078654,0.3874650956266497,-0.34427627558707663,-1.004909906873423,1.1260088817704492,-0.6649383146914749,-0.5875047423748821
Barcelona,-1.1218070231904151,2.1709469209886025,0.8644092724501977,-2.8164182682813856,0.7848928114851494,-2.371290987596196,2.5581243288282463,1.6367500592922852,0.793954422214201,0.6465004383875637,1.6235500950244155,-1.015785507431837,0.4049175232572323,-1.9209199668202197,4.038434466987096,1.1870996285213726,3.4821915128025562,1.6270844430984208,1.7457119118918754,1.0035124153871549,-1.0907428833348165,-0.5362926595791111,-0.672674882622886,-1.7594041715904558,-0.9174249245940916,-1.7179902373109648,-0.12722921900984024,-0.8098035628042344,-0.6943307614754315,-2.1644146457539533,-0.7826878762721841,-0.6649383146914749,2.3125626967380484
Atletico Madrid,-0.4118484811252317,0.2559648776537927,-0.5946900231794254,-0.9871043626698311,-0.3502808945739188,0.4816684818554768,0.15884197274653974,0.4047107814670559,-0.6920265940892371,-0.17707763945498947,0.0748125513482442,-0.2303138641821561,0.7497424987623696,0.7712554371281648,0.11932383450714153,-0.5627183046410115,0.8139927958523159,0.34489530486352304,0.14242853525909469,-0.27843956797178643,-0.7391612083444362,0.8836878516857802,-0.9382919504480398,2.335539553447109,0.02781846941516579,-0.0066415094274576226,0.23983958152768886,1.2416567700627188,-0.8693580044196089,-0.09713974946037728,-0.6236298131019646,-0.6649383146914749,-0.14134052097289346
Real Madrid,-1.1628914946541171,1.2888945858768113,1.292076307376122,0.6182119218464311,1.6185360018722774,0.5681217991115884,1.7405781231588924,1.7980885361503507,1.494244326449155,0.44770572994280944,1.7967641624092507,0.5551577790675253,0.8646841572640824,-0.5039855436894909,-0.15095965738802794,2.760579320357314,0.5638491661382309,2.2098976877506478,0.8549989248736636,0.6111016930439546,-1.1462557793859285,-0.8912877873953333,-1.5454166769055344,-0.30047685254873274,-0.4018376187708606,-1.4376831180886662,-0.5860652196817516,0.05839125383570507,-0.1692490326428992,-1.8363968577811716,-1.4189201289530615,-0.08127802371360465,1.5824757889893373
Valencia,0.2453245907056879,0.5577196238762476,-0.17960143045720514,0.1795499138681491,-0.01327620058763289,0.3952151645993652,-0.2525552084943509,0.008698156451804308,0.11074475954595364,-0.6030663004080351,0.2836883384887802,-0.4659553571570604,0.14629879162837986,0.13363494671933662,-0.2861014033356127,0.14941690071577274,0.7306115859476208,0.05348868253740996,0.4096424313645581,-0.6728789131782867,-0.27655374125183085,-0.023521919400122816,0.04828573004538887,-0.748102279981988,-0.15836583546544586,-0.5598792447346258,0.04712846124548583,-0.3827077255862008,-1.0443852473637862,0.200364755910284,-0.4645717499317451,-0.6649383146914749,-0.4455433992015228
