,Home,xG,xG.1,Away,home_goals,away_goals,ppda_coef_x,deep_x,CR_x,P_x,DR_x,IBS_x,OBS_x,TBOX_x,FKCR_x,CRN_x,CRNCR_x,FKS_x,TOFF_x,BCS_x,oppda_coef_x,deep_allowed_x,INT_x,BLK_x,TKL_x,FC_x,AW_x,BR_x,DW_x,AKS_x,CL_x,PUNCH_x,LMT_x,poss_x,ppda_coef_y,deep_y,CR_y,P_y,DR_y,IBS_y,OBS_y,TBOX_y,FKCR_y,CRN_y,CRNCR_y,FKS_y,TOFF_y,BCS_y,oppda_coef_y,deep_allowed_y,INT_y,BLK_y,TKL_y,FC_y,AW_y,BR_y,DW_y,AKS_y,CL_y,PUNCH_y,LMT_y,poss_y,xG_diff,ppda_diff,deep_diff,CR_diff,P_diff,DR_diff,IBS_diff,OBS_diff,TBOX_diff,FKCR_diff,CRN_diff,CRNCR_diff,FKS_diff,TOFF_diff,BCS_diff,oppda_diff,deep_allowed_diff,INT_diff,BLK_diff,TKL_diff,FC_diff,AW_diff,BR_diff,DW_diff,AKS_diff,CL_diff,PUNCH_diff,LMT_diff,poss_diff,score
279,Tottenham,1.5,0.6,Watford,2,1,-0.8126084682124829,0.4648720096539538,-0.4924429494177269,1.2099311565689421,0.5367149898054729,0.4694298324467834,0.5045042180698818,0.7014399127698531,-0.4659553571570604,0.08882796237752393,-0.6102556254242956,0.3896073264023104,-0.00479264192781236,0.4096424313645581,1.3119508302172893,-0.5171096241399856,-1.8182195100265808,-0.25527663318335875,-0.23416197441047296,-1.40436849120492,-0.6188912698340567,0.7353824622533516,-0.9428334137409992,1.5810233967988752,-0.14290967336355634,1.2850669449406684,0.5023822672642657,1.3593936782883451,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,0.9,-0.8962208953689843,-0.05802975888893336,0.6813260974981814,1.7336411337054107,1.158703606526108,0.7344503873683657,1.618756911621571,0.2139703185342079,-1.9636791081242024,0.48850204863227803,0.035423360578268115,0.13514174594758444,-0.8742198669783393,0.8016416883163899,1.770188137612495,-1.1472665183896615,-2.0116390576252616,-0.30356236322874763,-0.4973615860369518,-0.8163465675534487,-1.202370011400912,0.32118520047033666,-0.8611932455380041,-1.9252996723859512,-1.4188676409985423,1.908696758042633,-2.3346411639114817,1.8860578450175023,1
280,Chelsea,1.8,1.5,Watford,3,0,-0.5558596144257922,1.6951028980993474,-0.03511447301483921,2.446746778697828,1.710085730591406,1.3576023939155049,1.044089855277072,1.4554305590332524,-1.094332671756805,0.6922716695115138,0.7712554371281648,1.3355995480354026,0.5197392782591911,0.3205711326627371,0.9044127215880964,-0.7761698057118445,-1.285726818302248,-1.7351431539235018,-0.4165278892906868,-1.9342776666343529,-1.1942585145535125,0.8087962223608569,-0.5717501453384454,-0.34427627558707663,-1.50075074915786,-0.4645717499317451,-0.08127802371360465,2.0083598185094185,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,0.30000000000000004,-0.6394720415822936,1.1722011295564603,1.1386545739010692,2.9704567558342965,2.332074347312041,1.6226229488370871,2.1583425488287613,0.9679609647976072,-2.592056422723947,1.0919457557662677,1.4169344231307286,1.0811339675806766,-0.34968794679133586,0.712570389614569,1.3626500289833021,-1.4063266999615203,-1.479146365900929,-1.7834288839688908,-0.6797275009171656,-1.3462557429828816,-1.7777372561203677,0.394598960577842,-0.49010997713545035,-3.850599344771903,-2.7767087167928457,0.15905806317021953,-2.918301454889352,2.535023985238576,3
281,Burnley,0.4,1.6,Watford,1,3,0.7717549654881033,-0.4287862772356247,-0.03511447301483921,-1.2905240002856837,-1.8100264917663909,-0.7432673187893558,-2.4490171645378966,-0.8422030995126467,0.005327628792748253,-1.462884427395594,-0.9999125917852456,-0.8266683871259509,1.8602097409593112,-0.4810705556536529,-0.3932159287149365,1.5738761271185902,-1.0096194966674084,3.918705861211917,-0.9802043534658984,-1.6335184049041347,2.626770110634664,-0.44841441948017696,0.4854870910537386,1.5810233967988752,2.2294980489512097,-0.4645717499317451,1.6697028492200066,-1.3378718420055011,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,-1.2000000000000002,0.6881425383316019,-0.9516880457785118,1.1386545739010692,-0.7668140231492152,-1.1880378750457559,-0.4782467638677736,-1.3347644709862074,-1.329672693748292,-1.4923961221743938,-1.06321034114084,-0.3542336057826819,-1.0811339675806768,0.9907825159087843,-0.08907129870182112,0.06502137868026919,0.9437192328689143,-1.2030390442660892,3.870420131166528,-1.2434039650923772,-1.0454964812526635,2.043291369067809,-0.8626116812631919,0.5671272592567336,-1.9252996723859512,0.9535400813162238,0.15905806317021953,-1.1673205819557408,-0.8112076752763439,-2
282,Manchester City,3.2,0.5,Watford,3,1,-1.2911151154349552,4.085928964323413,0.8235430745171153,2.9412397761354967,1.5194129852136915,2.553219303584939,1.2712838077853637,3.9313728163576585,-0.6230496858069965,3.0773110834220465,1.7631095333196756,0.11932383450714153,1.3939591452375308,2.012925807997338,4.405025554888615,-1.7568976359481678,-1.1082292543941357,-2.114596107959436,-2.057821123212626,-2.0918182323025616,-1.0909874706295075,-0.5768884996683131,-2.098092645560274,1.0559416679663427,-1.8745384610338205,-1.2598620657828423,-1.2485986056693454,2.839847685667672,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,2.7,-1.3747275425914565,3.563027195780526,1.9973121214330236,3.464949753271965,2.1414016019343265,2.818239858506521,2.385536501337053,3.4439032221220134,-2.1207734367741384,3.4769851696768006,2.4087885193222394,-0.13514174594758444,0.5245319201870039,2.40492506494917,4.863262862283821,-2.387054530197844,-1.3016488019928165,-2.162881838004825,-2.321020734839105,-1.5037963086510904,-1.6744662121963625,-0.991085761451328,-2.016452477357279,-2.4503814012184835,-3.1504964286688066,-0.6362322526808777,-4.085622036845093,3.3665118523968296,2
283,Brighton,1.5,0.3,Watford,0,0,0.9527470151114938,-0.8930243483470938,-0.5484423546915503,-0.878835254777436,-0.9886669732162384,-1.255674565790541,-1.3982451341870523,-1.01032263550381,0.005327628792748253,-1.003117793388744,-0.6811023465808317,-1.09695187902112,0.9277085495157492,-0.6592131530572952,-0.1935198761170845,1.684901919220816,0.9034098032311264,1.94555050022506,0.6113527218523455,-0.15836583546544586,1.0481984392248769,-0.1822895390904686,-0.17966216363008586,-1.2194124903079635,1.0089667448664428,-0.7826878762721841,1.086042558242136,-1.1959104988321407,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,1.2,0.8691345879549924,-1.415926116889981,0.625326692224358,-0.35512527764096746,-0.36667835649560343,-0.9906540108689588,-0.2839924406353631,-1.497792229739455,-1.4923961221743938,-0.60344370713399,-0.035423360578268004,-1.351417459475846,0.05828132446522227,-0.2672138961054634,0.2647174312781212,1.05474502497114,0.7099902556324456,1.897264770179671,0.34815311022586665,0.42965608818602535,0.4647196976580218,-0.5964868008734835,-0.09802199542709085,-4.72573555949279,-0.26699122276854315,-0.15905806317021942,-1.7509808729336114,-0.6692463321029835,0
284,Crystal Palace,1.3,1.4,Watford,1,2,1.0912089674109202,0.3023886847649393,-1.0711034705805662,-0.5423700902473245,0.6247177953644185,0.2303064505128969,-0.2906746157091352,0.7421961639192257,-0.4659553571570604,0.4049175232572323,0.87752551886297,-0.5563848952307818,0.2283326559330784,-0.4810705556536529,-0.7388561993257869,0.5746439981985628,0.528692723869558,0.8451369335208508,1.506603576718856,-1.2611497951429125,-0.03614752197717312,0.14807238139330658,0.5975122286846999,-0.5193035185312539,1.1462765165759787,1.7622411344513271,-0.08127802371360465,-0.6889057017844251,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,-0.09999999999999987,1.007596540254419,-0.22051308377794787,0.10266557633534212,-0.018660113110856025,1.2467064120850535,0.4953270054344791,0.823578077842554,0.25472656968358054,-1.9636791081242024,0.8045916095119864,1.5232045048655336,-0.8108504756855077,-0.6410945691174486,-0.08907129870182112,-0.28061889193058126,-0.05551289605111298,0.3352731762708772,0.796851203475462,1.2434039650923772,-0.6731278714914413,-0.6196262635440282,-0.26612488038970833,0.6791523968876949,-4.02562658771608,-0.1296814510590072,2.3858709475532915,-2.918301454889352,-0.16224153505526784,-1
285,Manchester United,2.4,1.1,West Ham,2,1,-0.4092015280540677,0.9639279360987828,-0.5391091204792462,0.6501277632432796,-0.15264032040626202,0.1961459673794847,0.6181011943240275,0.7574797581002409,-1.094332671756805,0.26124045013009256,0.3815984707672152,0.9301743101926488,0.9277085495157492,0.4987137300663792,0.5266478842251741,0.7041740889844922,-1.2462829152115555,0.35184809327413585,-1.0299405120695937,-0.5880219236514712,0.022864503122257858,-0.6503022597758185,-0.7607925650906899,-0.8693580044196089,-0.04374150490666925,-0.30551368676152585,-0.08127802371360465,0.6698671543034492,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,1.2999999999999998,-0.7758850528531157,0.6035094924449099,0.0746658736984317,0.8542833033563495,-0.9680308611483941,0.5636479717013041,1.448361447240353,0.6979508009330113,1.0211131362245847,0.3448249755051373,-0.14169344231307213,1.351417459475846,1.1073451648392296,0.5344277922109266,0.974048976856269,-0.46260746709260536,-2.011639057625262,-0.493288840246715,-2.3375994543736702,1.4608306998324876,0.39833116942116054,-2.1106456030907874,-1.0012246675767045,0.0,-0.5492390868381455,-0.7952903158510971,-1.1673205819557406,0.8720482509220685,1
286,Newcastle United,1.1,1.6,West Ham,0,3,0.8535604004286419,-0.6028755539024255,0.1422169770189339,-1.089636220076631,-1.4286810010109632,-0.5212241784221754,-0.43267083602681705,-0.6638945007341399,-0.7015968501319642,-0.2847324277530413,-0.07890521675027276,-0.5563848952307818,-0.8790125089061521,-0.8373557504609374,-0.4137530307130029,1.3888331402815488,1.751453719680992,0.5795198656956965,1.1750291860275548,-0.7312406197134801,0.8121503388271519,0.33160678166207114,-0.20066687693588955,0.7058871820779878,2.527002554321872,0.1716605027491325,0.5023822672642657,-1.4392728014150442,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,-0.5,0.48687687562959386,-0.9632939975562984,0.7559919711966118,-0.8854806799635611,-2.244071541753095,-0.153722174100356,0.3975894168895085,-0.7234234579013695,1.4138489578494253,-0.20114790237799657,-0.6021971298305601,-0.1351417459475847,-0.6993758935826718,-0.8016416883163899,0.033648061918092,0.22205158420445126,0.9860975772672854,-0.2656170678251544,-0.13262975627652152,1.3176120037704786,1.1876170051260546,-1.1287365616528977,-0.441098979421904,1.5752451864975967,2.021504972390396,-0.31811612634043884,-0.5836602909778703,-1.237091704796425,-3
287,Huddersfield,1.3,2.0,West Ham,1,1,0.1972487163499539,-1.1251433839028282,0.6835445613325574,-0.4394479038702621,-1.48734953805026,-1.153193116390304,-0.6598647885351074,-0.9695663843544372,0.8693464363673973,-0.8307053056361753,-0.3977154619546862,-0.6915266411783663,-0.6458872110452614,-1.81714003618097,-0.30066517927814723,0.8522084784541264,2.224780556769288,0.4277386840813229,1.0258207102164698,-0.7742062285320829,1.225234514523171,0.616085102078654,0.3874650956266497,-0.34427627558707663,-1.004909906873423,1.1260088817704492,-0.6649383146914749,-0.5875047423748821,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,-0.7,-0.16943480844909414,-1.485561827556701,1.2973195555102353,-0.2352923637571922,-2.302740078792392,-0.7856911120684846,0.1703954643812181,-1.0290953415216668,2.984792244348787,-0.7471207802611306,-0.9210073750349735,-0.27028349189516915,-0.46625059572178107,-1.7814259740364227,0.14673591335294767,-0.31457307762297115,1.4594244143555812,-0.41739824943952797,-0.2818382320876065,1.2746463949518758,1.6007011808220737,-0.8442582412363149,0.14703299314063523,0.5250817288325322,-1.5104074888048993,0.6362322526808779,-1.750980872933611,-0.3853236457562629,0
288,Fulham,1.1,0.8,West Ham,0,2,1.4921855940993711,-0.6841172163469326,-0.7911064442114509,0.18828996374960816,0.33137511016793497,-0.8969894928897113,0.4193064858792733,-0.8676757564810049,-2.4296344652812625,-0.8594407202616041,-1.1061826735200504,-1.3672353709162892,0.9277085495157492,-0.7482844517591163,-0.056666497255796026,1.9439621007926748,0.31175125687075445,0.9589728197316304,-0.7812597190511179,-0.7312406197134801,0.4138191694059904,0.5243179019442716,-0.4317187232997453,1.0559416679663427,1.3827544567424033,2.3984733871322046,-1.2485986056693454,-0.16162071285480092,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,0.30000000000000004,1.125502069300323,-1.0445356600008053,-0.17733145003377304,0.39244550386267807,-0.48401543057419705,-0.529487488567892,1.2495667387955989,-0.9272047136482345,-0.3141886572998729,-0.7758561948865594,-1.6294745866003377,-0.945992221633092,1.1073451648392296,-0.712570389614569,0.39073459537529887,0.7771805447155773,-0.4536048855429522,0.11383588621077956,-2.088918661355194,1.3176120037704786,0.7892858357048931,-0.9360254413706972,-0.6721508257857598,1.9252996723859517,0.8772568748109271,1.9086967580426333,-2.3346411639114812,0.040560383763818375,-2
289,Watford,2.3,3.5,West Ham,1,4,0.08361242715650137,0.5229017685428872,-1.1737690469159083,-0.5237099771364685,-0.621988616720635,-0.2650205549215822,-1.1142526935516892,0.4874695942356452,1.497723750967142,-0.3996740862547541,-0.6456789860025637,0.25446558045472595,0.8694272250505269,-0.3919992569518318,-0.4582373073952057,0.6301568942496758,0.1934195475986808,0.04828573004538887,0.2631996116264788,-0.5880219236514712,0.5834787415668551,0.4141972617830149,-0.08164016820299501,3.5063230691848264,1.275957967634986,-0.6236298131019646,2.8370234311757474,-0.5266641667291573,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,-1.2000000000000002,-0.2830710976425467,0.1624833248890143,-0.5599940527382304,-0.3195544370233986,-1.437379157462767,0.10248144940023718,-0.28399244063536366,0.42794063706841556,3.6131695589485315,-0.31608956087970935,-1.1689708990828511,0.6757087297379231,1.0490638403740074,-0.35628519480728443,-0.010836214764110785,-0.5366246618274217,-0.5719365948150259,-0.796851203475462,-1.0444593306775976,1.4608306998324876,0.9589454078657578,-1.0461460815319539,-0.3220722706890095,4.375681073604436,0.7704603857035097,-1.113406442191536,1.7509808729336114,-0.324483070110538,-3
290,Bournemouth,1.1,1.0,West Ham,2,0,1.7377137912159135,0.5809315274318211,-0.7817732099991469,-0.3228221969274161,-0.5926543482009863,-0.09421813925452067,-1.1426519376152255,0.4110516233305708,-0.3874081928320921,0.002621718501239113,-0.822795788893905,-0.5563848952307818,-0.9955751578365972,0.6768563274700216,-0.3636991681749121,1.5368675297511818,-0.9701755935767158,1.262535182960378,-2.0080849646089307,-1.919955797028152,0.1630180627334072,-0.9439573002058422,-0.97083969814874,0.35583269618963304,1.7946837718710114,-0.9417459394424036,1.6697028492200066,-0.4658235910834303,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,0.10000000000000009,1.3710302664168654,0.2205130837779482,-0.167998215821469,-0.11866665681434618,-1.4080448889431183,0.27328386506729874,-0.3123916846989,0.3515226661633412,1.7280376151492975,0.08620624387628384,-1.3460877019741924,-0.1351417459475847,-0.8159385425131169,0.712570389614569,0.0837019244561828,0.37008597367408425,-1.7355317359904223,0.4173982494395271,-3.3157439069130072,0.1288968264558068,0.5384847290323098,-2.404300643520811,-1.2112718006347545,1.225190700609242,1.2891861899395352,-1.431522568531975,0.5836602909778705,-0.26364249446481103,2
291,Wolverhampton Wanderers,2.3,0.2,West Ham,3,0,1.2486325657815611,-0.5332398432357051,-0.6884408678761083,-0.1677100066934305,-0.03530324632766842,-0.02589717298769572,-0.3758723478997447,-0.3225608973581422,-0.5445025214820282,0.11756337700295187,-0.14975193790680882,-1.09695187902112,-0.06307396639303517,0.14242853525909469,0.008944017702552626,-0.18403224783330965,1.6331220104089172,1.1107540013460049,1.2413440641658169,-0.9317467942002919,0.937550892163443,1.6805846236374873,0.5765075153788943,-1.5694669761963185,0.26901964176505305,-0.9417459394424036,-0.08127802371360465,-0.5266641667291573,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,2.0999999999999996,0.881949040982513,-0.8936582868895779,-0.07466587369843036,0.03644553341963941,-0.8506937870698005,0.34160483133412367,0.45438790501658083,-0.3820898545253718,1.5709432864993613,0.2011479023779966,-0.6730438509870962,-0.6757087297379227,0.11656264893044516,0.17814259740364205,0.45634511033364755,-1.3508138039104072,0.8677658679952106,0.26561706782515404,-0.06631487813825943,1.1171058292836669,1.3130175584623456,0.22024128032251844,0.33607541289287984,-0.7001089717767096,-0.23647794016642315,-1.431522568531975,-1.1673205819557406,-0.324483070110538,3
292,Southampton,1.3,1.4,West Ham,1,2,-0.07410411233222641,-0.27790890412439684,-0.2777785625347386,-0.8721292766282223,-0.6806571537599313,-0.4187427290219383,0.4761049740063456,-0.33274996014548497,-0.2303138641821561,0.060092547752095014,0.87752551886297,-0.0158179114404435,-0.7624498599757065,-0.4810705556536529,-0.3311796522023012,1.2963116468630271,2.54033178149482,1.3004804783639714,0.9097696734745156,-0.7742062285320829,0.6056082509791425,0.19395598146049647,-0.01862602828558016,0.1808054532454558,2.1227015598437933,0.9669508186002294,1.086042558242136,-0.9322680043673296,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,-0.09999999999999987,-0.44078763713127445,-0.6383273477782697,0.3359964316429393,-0.6679737365151523,-1.4960476945020633,-0.05124072470011892,1.306365226922671,-0.3922789173127146,1.8851319437992335,0.14367707312713973,0.3542336057826827,0.40542523784275364,-0.5828132446522262,-0.44535649350910556,0.11622144042879368,0.12953009078592959,1.7749756390811133,0.45534354484312056,-0.39788926882956066,1.2746463949518758,0.9810749172780452,-1.2663873618544723,-0.2590581307715947,1.0501634576650647,1.617203977912317,0.47717418951065804,0.0,-0.7300869077487103,-1
293,Liverpool,3.7,0.8,West Ham,4,0,-0.4486572009822377,2.3334302458776177,0.2355493191419725,1.8653676295877384,0.3167079759081114,1.3917628770489183,0.10691480118037333,2.1533813599662643,-0.4659553571570604,1.6692757667760687,1.1254890429108475,-0.0158179114404435,0.1700513314678551,2.10199710669916,2.3958513288323378,-1.4423245583251962,-2.0548829285707297,-1.5454166769055344,-0.5491576455672086,-2.2780025371831734,-0.6483972823837727,0.8271496623877339,-1.3559261087551644,1.4059961538546977,-1.1498479992334891,0.4897766290895713,-0.08127802371360465,1.7852777078084234,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,2.9000000000000004,-0.8153407257812857,1.9730118022237448,0.8493243133196504,2.0695231697008083,-0.4986825648340206,1.7592648813707377,0.9371750540966989,2.0938524027990346,1.649490450824329,1.7528602921511134,0.6021971298305602,0.40542523784275364,0.3496879467913354,2.1377111688437074,2.8432524214634327,-2.6091061144022936,-2.8202390709844365,-2.390553610426385,-1.8568165878712848,-0.22914991369921456,-0.27293061608487,-0.6331936809272349,-1.596358211241179,2.2753541582743066,-1.6553455811649653,0.0,-1.1673205819557406,1.9874588044270427,4
294,Arsenal,1.7,1.5,West Ham,3,1,-0.7531227820542233,1.973645740766229,-0.8471058494852738,1.0976789136364524,-0.4313158713429205,0.2815471752130157,-1.085853449488153,1.1803258637749847,-1.7227099863565496,0.5198591817589451,-1.1061826735200504,-1.2320936249687051,0.8694272250505269,0.765927626171843,0.4083610779039094,0.4266096087289293,-0.12213167712685015,-0.0276048607617982,-0.5823150846363374,-0.8887811853816892,-0.9508339110183582,0.1021887813261142,-1.2158946867164642,0.8809144250221654,-0.1963079179172654,0.6488346922597905,-0.08127802371360465,1.2377125269968932,0.36668352479904803,0.3604184436538729,-0.6137749941776779,-0.2041555401130699,0.815390540742132,-0.3675020043218194,-0.8302602529163255,0.0595289571672296,-2.1154458079813896,-0.08358452537504472,0.5232919130802873,-0.4212431492831971,-0.17963661532348033,-0.035714062144547365,-0.4474010926310949,1.1667815560770975,0.7653561424137066,0.8451369335208508,1.3076589423040763,-2.048852623483959,-0.3754666662989027,1.4603433433149688,0.2404321024860145,-0.8693580044196089,0.5054975819314762,0.4897766290895713,1.086042558242136,-0.2021810966186193,0.19999999999999996,-1.1198063068532713,1.613227297112356,-0.2333308553075959,1.3018344537495223,-1.2467064120850524,0.6490491795348351,-0.25559319657182755,1.1207969066077552,0.39273582162484,0.6034437071339898,-1.6294745866003377,-0.8108504756855079,1.0490638403740074,0.8016416883163904,0.8557621705350043,-0.7401719473481683,-0.8874878195405568,-0.8727417942826491,-1.8899740269404137,1.1600714381022696,-0.5753672447194556,-1.3581545619888546,-1.4563267892024787,1.7502724294417744,-0.7018054998487416,0.1590580631702192,-1.1673205819557406,1.4398936236155124,2
